Needs work:
TODO - needs to be checked (some are proper, others missing or improper)

Double-check:
FP - fictional placeholder (replace if possible, but don't waste time on non-focus areas)
HTLP - historical top liege used as placeholder (can be replaced, but should perhaps not be replaced with a fictional placeholder)
HCV - historical character to verify (when the area is the focus)

Done:
CHP - correct historical placeholder (might verify further in the future, but some should definiely be replaced)
CHH - correct historical holder (only replace if necessary)

Dates:
CM - 769.1.1 - vanilla's "Early Middle Ages" bookmark
tOG - 867.1.1 - vanilla's "Viking Age" bookmark
IC	- 936.8.7 - vanilla's "The Iron Century" bookmark
Stamford - 1066.9.15 - vanilla's "Stamford Bridge" bookmark; any date between here and 1337.1.1 is supposed to be playable
Alexiad	- 1081.4.1 - vanilla's "The Alexiad" bookmark 
Bangchang - 1127.4.20 - founding of (Da) Chu
Shaoxing - 1142.10.1 (approx.) - Treaty of Shaoxing ratified
Genpei - 1180.6.15 - start of the Genpei War
CK3 - 1187.1.1 - vanilla's "The Third Crusade" bookmark
Kamakura - 1192.8.21 - formal proclamation of the Kamakura Shogunate
Latin - 1204.5.16 - vanilla's "The Latin Empire" bookmark
Genghis - 1206.1.1 (approx.) - Temujin proclaimed Genghis Khan
Mongols - 1220.2.1 - vanilla's "Age of the Mongols" bookmark; we probably care more about the previous one
Legacy - 1227.8.18 - death of Genghis
Hansa - 1241.5.1 - vanilla's "Rise of the Hansa" bookmark
Toluid - 1259.8.11 - death of Möngke Khan, approximate start of the Toluid Civil War
Yamen - 1279.3.19 - Battle of Yamen, end of the Song dynasty
HYW -	1337.1.1 - vanilla's "Late Middle Ages" bookmark; last possible start


TITLE					REGION			CM		tOG		IC		Stamford	Alexiad		Bangchang	Shaoxing	Genpei 	CK3		Kamakura	Latin	Genghis		Mongols		Legacy	Hansa	Toluid	Yamen	HYW
c_siberut				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sibsongbanna			Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sidamo				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sigli					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_simeulue				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_simpantiga			Sumatra			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_singkil				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sinpyeong				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sipura				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sittwe				Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_son_la				Vietnam			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_songmo				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sorsogon				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_soya					Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sri_thep				Khmer Empire	FP		FP		FP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_stung_treng			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_su					Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suba					Philippines		FP		FP		FP		CHP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suining				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suizhou				China			CHH		CHH		CHH		CHH			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sukabumi				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sukhothai				Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sulu					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sumari				Manchuria		FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sumbawa				Java			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sungai_penuh			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sunglupa				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_sunning				China			CHH		CHP		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suo					Japan			HTLP	CHH		CHP		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suphanburi			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suqian				China			CHP		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suruga				Japan			CHH		CHH		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suwa					Japan			CHP		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suwon					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_suzhou				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_syulbin				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tabayin				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tagaung				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taichung				Taiwan			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tainan				Taiwan			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taining				China			CHH		CHH		HCV		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taipei				Taiwan			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taitung				Taiwan			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taiyuan				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taizhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tajima				Japan			CHH		CHH		CHP		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taliwang				Java			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tamanthi				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tamba					Japan			CHH		CHH		CHP		CHP			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tambunan				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tanchon				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tane					Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tanggamus				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tango					Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tanzhou				China			CHH		CHP		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tapanuli				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tarakan				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_taungoo				Burma			CHH		CHH		CHH		CHH			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tawao					Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_temasek				Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tengchong				Dali			HTLP	HTLP	HCV		HCV			HCV			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tenkodogo				West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_terengganu			Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_teso					Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_thandwe				Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_thanh_hoa				Vietnam			FP		FP		CHH		HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_thaton				Burma			CHH		CHH		CHH		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_thobal				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tiande				Mongolia		HTLP	HTLP	CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tianshui				China			CHH		CHH		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tien_binh				Champa			CHH		CHH		CHH		CHH			HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_togdheer				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tokapusi				Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tondo					Philippines		FP		CHP		CHH		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tongcheng				China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tongchuan				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tongren				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tosa					Japan			CHH		CHP		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_totoumi				Japan			HTLP	CHP		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_trowulan				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tsugaru				Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tsushima				Japan			CHH		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tulang_bawang			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tuodong				Dali			FP		FP		HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_tuyen_quang			Vietnam			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ubon_ratchathani		Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ugo					Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_uljin					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ulleung				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_uma					Japan			HTLP	CHH		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_usoro					Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_uwa					Japan			HTLP	CHH		CHH		CHH			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_uzen					Japan			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_vanagiri				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_vat_nokor				Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_viet_amaravati		Champa			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_vijaya				Champa			FP		FP		FP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_vyadhapura			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wakasa				Japan			HTLP	CHH		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wananzhou				China			FP		FP		FP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_welayta				East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wenge					Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wenzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wiang_jung			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wonan					Mongolia		HCV		HCV		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wonju					Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wonsan				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wuerkan				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wufeng				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wugu					Manchuria		FP		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wuhan					China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wukari				West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wuyintun				Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wuzhai				China			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_wuzhou				China			CHH		CHP		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xaisomboun			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xiamen				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xiangkhouang			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xiangxi				China			HTLP	HTLP	CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xiangyang				China			CHH		CHH		CHH		CHH			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xianning				China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xianping				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xilinmundan			Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xin					China			CHH		CHH		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xingzhou				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xinxiang				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xinyang				China			CHH		HTLP	HTLP	CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xishiwei				Manchuria		FP		FP		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xiushui				China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xuande				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xuansheng				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xuchang				China			HTLP	CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_xuzhou				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yaan					China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yaeyama				Ryukyu			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yakesa				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yamashiro				Japan			CHH		CHH		CHH		CHH			CHH			CHH			CHH			CHH		CHH		CHH			CHH		CHH			CHH			CHH		CHH		CHH		CHH		CHH
c_yamato				Japan			CHH		CHH		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	CHH
c_yamethin				Burma			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yanan					China			CHH		CHP		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yancheng				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yangju				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yangquan				China			CHH		CHH		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yazhou				China			CHH		CHH		HTLP	CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yeongju				Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yichang				China			CHH		CHH		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yincheng				Dali			HTLP	HTLP	HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yinjiang				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yinyuan				Dali			FP		FP		HCV		HCV			HCV			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yiyang				China			CHH		CHP		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yola					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yongan				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yongchang				Dali			HTLP	HTLP	HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yongchun				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yongtai				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yongxin				China			CHH		CHP		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yongzhou				China			CHH		CHP		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_youyang				China			HTLP	HTLP	CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yuanzhou				China			CHH		CHP		CHH		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_yueyang				China			CHH		CHP		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
